Start Type,Time(ms)
"msg=""Warm Start:",2.624258
"msg=""Warm Start:",3.966288
"msg=""Warm Start:",4.020494
"msg=""Warm Start:",3.164532
"msg=""Warm Start:",3.34063
"msg=""Warm Start:",3.400605
"msg=""Warm Start:",4.236567
"msg=""Warm Start:",3.895511
"msg=""Warm Start:",5.057308
"msg=""Warm Start:",4.987712
"msg=""Warm Start:",5.174128
"msg=""Warm Start:",5.404769
"msg=""Warm Start:",4.112195
"msg=""Warm Start:",4.86534
"msg=""Warm Start:",4.478437
"msg=""Warm Start:",5.203601
"msg=""Warm Start:",4.838763
"msg=""Warm Start:",6.386769
"msg=""Warm Start:",7.243141
"msg=""Warm Start:",5.977881
"msg=""Warm Start:",5.999209
"msg=""Warm Start:",7.079307
"msg=""Warm Start:",6.257454
"msg=""Warm Start:",6.975335
"msg=""Warm Start:",8.307798
"msg=""Warm Start:",8.048138
"msg=""Warm Start:",6.612898
"msg=""Warm Start:",7.530817
"msg=""Warm Start:",5.515262
"msg=""Warm Start:",7.004093
"msg=""Warm Start:",5.870862
"msg=""Warm Start:",10.536843
"msg=""Warm Start:",8.221758
"msg=""Warm Start:",7.385493
"msg=""Warm Start:",6.308403
"msg=""Warm Start:",6.495254
"msg=""Warm Start:",6.009472
"msg=""Warm Start:",8.619714
"msg=""Warm Start:",6.871224
"msg=""Warm Start:",6.080246
"msg=""Warm Start:",7.826998
"msg=""Warm Start:",11.14082
"msg=""Warm Start:",6.118864
"msg=""Warm Start:",8.926586
"msg=""Warm Start:",9.600803
"msg=""Warm Start:",4.280161
"msg=""Warm Start:",6.401157
"msg=""Warm Start:",5.042077
"msg=""Warm Start:",6.688297
"msg=""Warm Start:",6.525545
"msg=""Warm Start:",7.163891
"msg=""Warm Start:",4.543389
"msg=""Warm Start:",4.991056
"msg=""Warm Start:",7.630036
"msg=""Warm Start:",6.488767
"msg=""Warm Start:",9.325603
"msg=""Warm Start:",6.33351
"msg=""Warm Start:",10.499394
"msg=""Warm Start:",7.985167
"msg=""Warm Start:",9.834115
"msg=""Warm Start:",4.303099
"msg=""Warm Start:",3.848296
"msg=""Warm Start:",3.559414
"msg=""Warm Start:",3.89311
"msg=""Warm Start:",3.939088
"msg=""Warm Start:",5.924415
"msg=""Warm Start:",6.01583
"msg=""Warm Start:",6.120327
"msg=""Warm Start:",5.098384
"msg=""Warm Start:",6.256701
"msg=""Warm Start:",6.383097
"msg=""Warm Start:",6.381683
"msg=""Warm Start:",11.821563
"msg=""Warm Start:",12.025454
"msg=""Warm Start:",10.649427
"msg=""Warm Start:",6.057921
"msg=""Warm Start:",16.772233
"msg=""Warm Start:",17.114908
"msg=""Warm Start:",13.08458
"msg=""Warm Start:",15.02324
"msg=""Warm Start:",14.075465
"msg=""Warm Start:",9.894429
"msg=""Warm Start:",15.558197
"msg=""Warm Start:",11.757146
"msg=""Warm Start:",8.107871
"msg=""Warm Start:",15.408054
"msg=""Warm Start:",15.687418
"msg=""Warm Start:",14.086441
"msg=""Warm Start:",13.914596
"msg=""Warm Start:",9.380911
"msg=""Warm Start:",16.956252
"msg=""Warm Start:",14.985984
"msg=""Warm Start:",12.418436
"msg=""Warm Start:",11.45448
"msg=""Warm Start:",12.480484
"msg=""Warm Start:",9.269904
"msg=""Warm Start:",16.52597
"msg=""Warm Start:",8.665546
"msg=""Warm Start:",25.774868
"msg=""Warm Start:",12.267494
"msg=""Warm Start:",12.355147
"msg=""Warm Start:",12.497461
"msg=""Warm Start:",9.911691
"msg=""Warm Start:",6.667271
"msg=""Warm Start:",8.531722
"msg=""Warm Start:",9.460414
"msg=""Warm Start:",7.318764
"msg=""Warm Start:",9.581993
"msg=""Warm Start:",9.618609
"msg=""Warm Start:",8.181246
"msg=""Warm Start:",8.245383
"msg=""Warm Start:",9.92837
"msg=""Warm Start:",9.208232
"msg=""Warm Start:",7.361051
"msg=""Warm Start:",6.69617
"msg=""Warm Start:",9.283243
"msg=""Warm Start:",9.984429
"msg=""Warm Start:",16.474788
"msg=""Warm Start:",16.668673
"msg=""Warm Start:",16.12049
"msg=""Warm Start:",7.615802
"msg=""Warm Start:",9.3188
"msg=""Warm Start:",10.485931
"msg=""Warm Start:",10.528144
"msg=""Warm Start:",14.74852
"msg=""Warm Start:",8.766287
"msg=""Warm Start:",5.25484
"msg=""Warm Start:",11.683311
"msg=""Warm Start:",10.102096
"msg=""Warm Start:",5.842698
"msg=""Warm Start:",9.528218
"msg=""Warm Start:",9.580001
"msg=""Warm Start:",5.343481
"msg=""Warm Start:",9.467942
"msg=""Warm Start:",9.333761
"msg=""Warm Start:",7.961378
"msg=""Warm Start:",11.683663
"msg=""Warm Start:",14.669123
"msg=""Warm Start:",9.39538
"msg=""Warm Start:",9.151849
"msg=""Warm Start:",7.703449
"msg=""Warm Start:",8.768533
"msg=""Warm Start:",18.223708
"msg=""Warm Start:",6.227753
"msg=""Warm Start:",8.696463
"msg=""Warm Start:",10.854801
"msg=""Warm Start:",6.480543
"msg=""Warm Start:",14.824366
"msg=""Warm Start:",18.217316
"msg=""Warm Start:",13.984379
"msg=""Warm Start:",7.272243
"msg=""Warm Start:",8.663805
"msg=""Warm Start:",16.102954
"msg=""Warm Start:",13.52498
"msg=""Warm Start:",9.881746
"msg=""Warm Start:",9.896734
"msg=""Warm Start:",15.579357
"msg=""Warm Start:",8.183021
"msg=""Warm Start:",15.321643
"msg=""Warm Start:",15.744915
"msg=""Warm Start:",14.921744
"msg=""Warm Start:",8.068296
"msg=""Warm Start:",16.713605
"msg=""Warm Start:",16.045982
"msg=""Warm Start:",12.977127
"msg=""Warm Start:",13.334343
"msg=""Warm Start:",13.304771
"msg=""Warm Start:",8.498419
"msg=""Warm Start:",12.506071
"msg=""Warm Start:",7.17992
"msg=""Warm Start:",11.40303
"msg=""Warm Start:",6.244059
"msg=""Warm Start:",5.942951
"msg=""Warm Start:",5.216256
"msg=""Warm Start:",11.729101
"msg=""Warm Start:",5.023979
"msg=""Warm Start:",3.155224
"msg=""Warm Start:",3.297883
"msg=""Warm Start:",3.477221
"msg=""Warm Start:",3.602456
"msg=""Warm Start:",3.535064
"msg=""Warm Start:",2.933178
"msg=""Warm Start:",3.321155
"msg=""Warm Start:",2.757007
"msg=""Warm Start:",3.220908
"msg=""Warm Start:",3.39751
"msg=""Warm Start:",2.985779
"msg=""Warm Start:",2.864853
"msg=""Warm Start:",4.109006
"msg=""Warm Start:",2.992939
"msg=""Warm Start:",3.361259
"msg=""Warm Start:",4.201322
"msg=""Warm Start:",3.36771
"msg=""Warm Start:",3.131352
"msg=""Warm Start:",3.206604
"msg=""Warm Start:",3.256187
"msg=""Warm Start:",3.971116
"msg=""Warm Start:",2.864697
"msg=""Warm Start:",3.9289
"msg=""Warm Start:",4.622533
"msg=""Warm Start:",4.766486
"msg=""Warm Start:",4.788749
"msg=""Warm Start:",3.918389
"msg=""Warm Start:",5.080827
"msg=""Warm Start:",3.367767
"msg=""Warm Start:",4.351661
"msg=""Warm Start:",4.989301
"msg=""Warm Start:",4.72253
"msg=""Warm Start:",4.898517
"msg=""Warm Start:",4.147048
"msg=""Warm Start:",3.223566
"msg=""Warm Start:",4.282677
"msg=""Warm Start:",4.309186
"msg=""Warm Start:",3.401115
"msg=""Warm Start:",3.247937
"msg=""Warm Start:",4.791922
"msg=""Warm Start:",3.656117
"msg=""Warm Start:",4.752662
"msg=""Warm Start:",4.031055
"msg=""Warm Start:",4.410469
"msg=""Warm Start:",4.4694
"msg=""Warm Start:",3.841452
"msg=""Warm Start:",4.887151
"msg=""Warm Start:",3.764172
"msg=""Warm Start:",5.090682
"msg=""Warm Start:",5.021277
"msg=""Warm Start:",5.239102
"msg=""Warm Start:",5.761432
"msg=""Warm Start:",3.530076
"msg=""Warm Start:",4.689482
"msg=""Warm Start:",3.933711
"msg=""Warm Start:",4.963553
"msg=""Warm Start:",6.460942
"msg=""Warm Start:",5.083718
"msg=""Warm Start:",6.71121
"msg=""Warm Start:",5.612858
"msg=""Warm Start:",4.564156
"msg=""Warm Start:",4.364883
"msg=""Warm Start:",5.77932
"msg=""Warm Start:",6.424048
"msg=""Warm Start:",4.321401
"msg=""Warm Start:",5.719635
"msg=""Warm Start:",6.22766
"msg=""Warm Start:",7.946887
"msg=""Warm Start:",8.005009
"msg=""Warm Start:",7.662687
"msg=""Warm Start:",7.608218
"msg=""Warm Start:",7.540168
"msg=""Warm Start:",7.544167
"msg=""Warm Start:",5.453725
"msg=""Warm Start:",8.520511
"msg=""Warm Start:",8.444579
"msg=""Warm Start:",11.871859
"msg=""Warm Start:",4.92118
"msg=""Warm Start:",11.796032
"msg=""Warm Start:",7.1963
"msg=""Warm Start:",7.347567
"msg=""Warm Start:",11.862327
"msg=""Warm Start:",14.312233
"msg=""Warm Start:",14.365981
"msg=""Warm Start:",11.476748
"msg=""Warm Start:",6.710596
"msg=""Warm Start:",9.26188
"msg=""Warm Start:",6.729326
"msg=""Warm Start:",14.968125
"msg=""Warm Start:",14.242868
"msg=""Warm Start:",10.272466
"msg=""Warm Start:",11.362898
"msg=""Warm Start:",11.61026
"msg=""Warm Start:",19.016912
"msg=""Warm Start:",10.732941
"msg=""Warm Start:",13.199187
"msg=""Warm Start:",22.058723
"msg=""Warm Start:",18.14895
"msg=""Warm Start:",10.403735
"msg=""Warm Start:",8.781796
"msg=""Warm Start:",12.674901
"msg=""Warm Start:",9.148388
"msg=""Warm Start:",12.001119
"msg=""Warm Start:",10.969289
"msg=""Warm Start:",10.273924
"msg=""Warm Start:",16.966552
"msg=""Warm Start:",12.877585
"msg=""Warm Start:",7.733438
"msg=""Warm Start:",14.139391
"msg=""Warm Start:",9.908307
"msg=""Warm Start:",6.980906
"msg=""Warm Start:",12.582003
"msg=""Warm Start:",14.322937
"msg=""Warm Start:",9.649844
"msg=""Warm Start:",7.991315
"msg=""Warm Start:",11.081857
"msg=""Warm Start:",8.699459
"msg=""Warm Start:",8.869853
"msg=""Warm Start:",20.238497
"msg=""Warm Start:",8.96895
"msg=""Warm Start:",9.55697
"msg=""Warm Start:",13.736813
"msg=""Warm Start:",20.46175
"msg=""Warm Start:",16.224157
"msg=""Warm Start:",9.450124
"msg=""Warm Start:",20.378031
"msg=""Warm Start:",7.849973
"msg=""Warm Start:",19.417873
"msg=""Warm Start:",8.910683
"msg=""Warm Start:",17.120301
"msg=""Warm Start:",9.448969
"msg=""Warm Start:",13.394717
"msg=""Warm Start:",21.584499
"msg=""Warm Start:",7.523479
"msg=""Warm Start:",17.065159
"msg=""Warm Start:",10.191295
"msg=""Warm Start:",13.200788
"msg=""Warm Start:",12.60719
"msg=""Warm Start:",13.587248
"msg=""Warm Start:",12.146557
"msg=""Warm Start:",8.284142
"msg=""Warm Start:",7.852471
"msg=""Warm Start:",10.143455
"msg=""Warm Start:",13.796954
"msg=""Warm Start:",9.643362
"msg=""Warm Start:",5.566559
"msg=""Warm Start:",17.161046
"msg=""Warm Start:",7.691166
"msg=""Warm Start:",11.356317
"msg=""Warm Start:",9.00362
"msg=""Warm Start:",7.928006
"msg=""Warm Start:",13.803406
"msg=""Warm Start:",11.371418
"msg=""Warm Start:",6.915493
"msg=""Warm Start:",8.140029
"msg=""Warm Start:",9.418108
"msg=""Warm Start:",10.814022
"msg=""Warm Start:",9.75256
"msg=""Warm Start:",7.518487
"msg=""Warm Start:",7.710446
"msg=""Warm Start:",11.907588
"msg=""Warm Start:",7.113678
"msg=""Warm Start:",11.82237
"msg=""Warm Start:",13.782852
"msg=""Warm Start:",11.74437
"msg=""Warm Start:",11.712598
"msg=""Warm Start:",8.517511
"msg=""Warm Start:",6.406648
"msg=""Warm Start:",12.08307
"msg=""Warm Start:",8.538583
"msg=""Warm Start:",8.949095
"msg=""Warm Start:",7.307329
"msg=""Warm Start:",8.061827
"msg=""Warm Start:",8.263502
"msg=""Warm Start:",6.631222
"msg=""Warm Start:",8.244142
"msg=""Warm Start:",10.264939
"msg=""Warm Start:",12.498368
"msg=""Warm Start:",11.629628
"msg=""Warm Start:",9.795759
"msg=""Warm Start:",8.940796
"msg=""Warm Start:",7.844571
"msg=""Warm Start:",9.900034
"msg=""Warm Start:",9.676385
"msg=""Warm Start:",8.651777
"msg=""Warm Start:",11.486451
"msg=""Warm Start:",14.839587
"msg=""Warm Start:",9.250952
"msg=""Warm Start:",16.018186
"msg=""Warm Start:",11.998729
"msg=""Warm Start:",12.5803
"msg=""Warm Start:",9.064869
"msg=""Warm Start:",10.067599
"msg=""Warm Start:",9.784603
"msg=""Warm Start:",19.728501
"msg=""Warm Start:",12.820896
"msg=""Warm Start:",5.871825
"msg=""Warm Start:",12.930311
"msg=""Warm Start:",8.155411
"msg=""Warm Start:",12.91275
"msg=""Warm Start:",13.18571
"msg=""Warm Start:",20.047166
"msg=""Warm Start:",10.430041
"msg=""Warm Start:",11.924904
"msg=""Warm Start:",7.348556
"msg=""Warm Start:",14.394211
"msg=""Warm Start:",14.908479
"msg=""Warm Start:",13.492629
"msg=""Warm Start:",13.023765
"msg=""Warm Start:",16.52635
"msg=""Warm Start:",15.790622
"msg=""Warm Start:",16.729028
"msg=""Warm Start:",9.436748
"msg=""Warm Start:",7.698575
"msg=""Warm Start:",18.256628
"msg=""Warm Start:",6.608454
"msg=""Warm Start:",4.740981
"msg=""Warm Start:",8.0177
"msg=""Warm Start:",5.591373
"msg=""Warm Start:",4.061048
"msg=""Warm Start:",6.602668
"msg=""Warm Start:",3.800797
"msg=""Warm Start:",5.037513
"msg=""Warm Start:",6.026623
"msg=""Warm Start:",5.87667
"msg=""Warm Start:",6.320108
"msg=""Warm Start:",6.332833
"msg=""Warm Start:",6.915727
"msg=""Warm Start:",5.951416
"msg=""Warm Start:",5.603728
"msg=""Warm Start:",6.585867
"msg=""Warm Start:",6.707268
"msg=""Warm Start:",3.248717
"msg=""Warm Start:",5.662463
"msg=""Warm Start:",6.017916
"msg=""Warm Start:",6.469511
"msg=""Warm Start:",9.018431
"msg=""Warm Start:",6.622233
"msg=""Warm Start:",4.691258
"msg=""Warm Start:",9.613321
"msg=""Warm Start:",8.220267
"msg=""Warm Start:",10.284027
"msg=""Warm Start:",6.189083
"msg=""Warm Start:",8.384158
"msg=""Warm Start:",8.36015
"msg=""Warm Start:",8.051689
"msg=""Warm Start:",6.92273
"msg=""Warm Start:",5.544111
"msg=""Warm Start:",6.377869
"msg=""Warm Start:",6.224129
"msg=""Warm Start:",6.788476
"msg=""Warm Start:",6.602304
"msg=""Warm Start:",6.689444
"msg=""Warm Start:",8.086886
"msg=""Warm Start:",5.153823
"msg=""Warm Start:",7.454895
"msg=""Warm Start:",5.029389
"msg=""Warm Start:",9.086402
"msg=""Warm Start:",10.864427
"msg=""Warm Start:",6.495967
"msg=""Warm Start:",11.85942
"msg=""Warm Start:",6.881843
"msg=""Warm Start:",13.236101
"msg=""Warm Start:",6.035588
"msg=""Warm Start:",13.352974
"msg=""Warm Start:",7.227776
"msg=""Warm Start:",14.194
"msg=""Warm Start:",8.423748
"msg=""Warm Start:",10.715332
"msg=""Warm Start:",18.942927
"msg=""Warm Start:",10.055762
"msg=""Warm Start:",8.581614
"msg=""Warm Start:",16.589013
"msg=""Warm Start:",14.34075
"msg=""Warm Start:",11.975655
"msg=""Warm Start:",13.190829
"msg=""Warm Start:",15.068572
"msg=""Warm Start:",13.854944
"msg=""Warm Start:",13.736182
"msg=""Warm Start:",14.28724
"msg=""Warm Start:",22.151646
"msg=""Warm Start:",12.490491
"msg=""Warm Start:",13.15955
"msg=""Warm Start:",17.734082
"msg=""Warm Start:",14.24894
"msg=""Warm Start:",15.691187
"msg=""Warm Start:",15.749729
"msg=""Warm Start:",16.905099
"msg=""Warm Start:",7.85221
"msg=""Warm Start:",18.678258
"msg=""Warm Start:",18.332082
"msg=""Warm Start:",18.227193
"msg=""Warm Start:",14.606556
"msg=""Warm Start:",15.426078
"msg=""Warm Start:",8.480435
"msg=""Warm Start:",19.770201
"msg=""Warm Start:",10.481039
"msg=""Warm Start:",10.699051
"msg=""Warm Start:",8.300467
"msg=""Warm Start:",11.320641
"msg=""Warm Start:",10.140079
"msg=""Warm Start:",12.972532
"msg=""Warm Start:",14.138539
"msg=""Warm Start:",14.134741
"msg=""Warm Start:",14.209438
"msg=""Warm Start:",14.525212
"msg=""Warm Start:",14.387006
"msg=""Warm Start:",11.744081
"msg=""Warm Start:",20.441194
"msg=""Warm Start:",14.86677
"msg=""Warm Start:",8.171314
"msg=""Warm Start:",17.062895
"msg=""Warm Start:",17.907676
"msg=""Warm Start:",10.139822
"msg=""Warm Start:",19.331701
"msg=""Warm Start:",12.929151
"msg=""Warm Start:",11.290445
"msg=""Warm Start:",10.657035
"msg=""Warm Start:",9.336879
"msg=""Warm Start:",18.014431
"msg=""Warm Start:",11.007569
"msg=""Warm Start:",7.854038
"msg=""Warm Start:",14.708668
"msg=""Warm Start:",14.717419
"msg=""Warm Start:",14.549063
"msg=""Warm Start:",5.964981
"msg=""Warm Start:",13.466375
"msg=""Warm Start:",16.028766
"msg=""Warm Start:",15.389297
"msg=""Warm Start:",11.182154
"msg=""Warm Start:",11.527804
"msg=""Warm Start:",8.411749
"msg=""Warm Start:",8.817805
"msg=""Warm Start:",15.295802
"msg=""Warm Start:",5.932283
"msg=""Warm Start:",13.283676
"msg=""Warm Start:",10.50434
"msg=""Warm Start:",12.594713
"msg=""Warm Start:",7.133649
"msg=""Warm Start:",7.116195
"msg=""Warm Start:",7.768128
"msg=""Warm Start:",9.941847
"msg=""Warm Start:",8.968041
"msg=""Warm Start:",10.263159
"msg=""Warm Start:",10.392325
"msg=""Warm Start:",5.702504
"msg=""Warm Start:",6.247214
"msg=""Warm Start:",6.460686
"msg=""Warm Start:",7.478042
"msg=""Warm Start:",5.832858
"msg=""Warm Start:",6.758134
"msg=""Warm Start:",7.530788
"msg=""Warm Start:",7.630186
"msg=""Warm Start:",8.670703
"msg=""Warm Start:",9.011671
"msg=""Warm Start:",9.022063
"msg=""Warm Start:",9.157042
"msg=""Warm Start:",10.052371
"msg=""Warm Start:",8.167135
"msg=""Warm Start:",8.953393
"msg=""Warm Start:",8.813821
"msg=""Warm Start:",7.179867
"msg=""Warm Start:",10.575835
"msg=""Warm Start:",5.334093
"msg=""Warm Start:",5.542622
"msg=""Warm Start:",4.201713
"msg=""Warm Start:",5.217269
"msg=""Warm Start:",4.531997
"msg=""Warm Start:",4.994804
"msg=""Warm Start:",6.781725
"msg=""Warm Start:",4.503257
"msg=""Warm Start:",4.95914
"msg=""Warm Start:",5.676059
"msg=""Warm Start:",5.644479
"msg=""Warm Start:",4.625758
"msg=""Warm Start:",6.0891
"msg=""Warm Start:",6.12024
"msg=""Warm Start:",7.410117
"msg=""Warm Start:",7.271108
"msg=""Warm Start:",5.28975
"msg=""Warm Start:",5.455777
"msg=""Warm Start:",9.022491
"msg=""Warm Start:",4.403973
"msg=""Warm Start:",6.36973
"msg=""Warm Start:",5.850834
"msg=""Warm Start:",5.704742
"msg=""Warm Start:",4.76123
"msg=""Warm Start:",10.477326
"msg=""Warm Start:",6.61001
"msg=""Warm Start:",8.941707
"msg=""Warm Start:",7.556847
"msg=""Warm Start:",6.848239
"msg=""Warm Start:",4.68804
"msg=""Warm Start:",5.083608
"msg=""Warm Start:",4.866363
"msg=""Warm Start:",6.357801
"msg=""Warm Start:",5.248656
"msg=""Warm Start:",6.186928
"msg=""Warm Start:",4.602951
"msg=""Warm Start:",4.758221
"msg=""Warm Start:",4.964059
"msg=""Warm Start:",6.028893
"msg=""Warm Start:",5.811921
"msg=""Warm Start:",6.018761
"msg=""Warm Start:",6.041834
"msg=""Warm Start:",5.960466
"msg=""Warm Start:",7.188244
"msg=""Warm Start:",5.823777
"msg=""Warm Start:",5.543707
"msg=""Warm Start:",4.448513
"msg=""Warm Start:",6.096692
"msg=""Warm Start:",6.230791
"msg=""Warm Start:",10.314347
"msg=""Warm Start:",6.787775
"msg=""Warm Start:",11.669478
"msg=""Warm Start:",10.699565
"msg=""Warm Start:",5.674131
"msg=""Warm Start:",6.963499
"msg=""Warm Start:",13.002382
"msg=""Warm Start:",7.262208
"msg=""Warm Start:",5.782908
"msg=""Warm Start:",13.617894
"msg=""Warm Start:",9.790269
"msg=""Warm Start:",7.14049
"msg=""Warm Start:",9.613308
"msg=""Warm Start:",14.273549
"msg=""Warm Start:",8.611538
"msg=""Warm Start:",9.35964
"msg=""Warm Start:",8.821555
"msg=""Warm Start:",9.539049
"msg=""Warm Start:",8.928669
"msg=""Warm Start:",8.653446
"msg=""Warm Start:",8.824873
"msg=""Warm Start:",7.205545
"msg=""Warm Start:",5.320937
"msg=""Warm Start:",10.139267
"msg=""Warm Start:",7.169353
"msg=""Warm Start:",9.295496
"msg=""Warm Start:",11.884663
"msg=""Warm Start:",8.21241
"msg=""Warm Start:",13.972618
"msg=""Warm Start:",13.94097
"msg=""Warm Start:",12.214494
"msg=""Warm Start:",11.345672
"msg=""Warm Start:",9.473757
"msg=""Warm Start:",9.402662
"msg=""Warm Start:",10.971682
"msg=""Warm Start:",15.129494
"msg=""Warm Start:",11.135984
"msg=""Warm Start:",10.789309
"msg=""Warm Start:",8.086003
"msg=""Warm Start:",12.713493
"msg=""Warm Start:",12.768547
"msg=""Warm Start:",13.247969
"msg=""Warm Start:",13.296575
"msg=""Warm Start:",10.073358
"msg=""Warm Start:",9.818522
"msg=""Warm Start:",10.919965
"msg=""Warm Start:",20.407118
"msg=""Warm Start:",14.671364
"msg=""Warm Start:",4.719291
"msg=""Warm Start:",4.789397
"msg=""Warm Start:",3.204734
"msg=""Warm Start:",4.360449
"msg=""Warm Start:",3.618585
"msg=""Warm Start:",4.855001
"msg=""Warm Start:",5.141056
"msg=""Warm Start:",4.954984
"msg=""Warm Start:",6.328875
"msg=""Warm Start:",5.324489
"msg=""Warm Start:",6.383245
"msg=""Warm Start:",6.86516
"msg=""Warm Start:",5.785706
"msg=""Warm Start:",4.011817
"msg=""Warm Start:",4.640227
"msg=""Warm Start:",5.965123
"msg=""Warm Start:",4.598562
"msg=""Warm Start:",4.694302
"msg=""Warm Start:",6.26582
"msg=""Warm Start:",8.155692
"msg=""Warm Start:",4.5488
"msg=""Warm Start:",6.806306
"msg=""Warm Start:",6.520481
"msg=""Warm Start:",5.156145
"msg=""Warm Start:",3.638356
"msg=""Warm Start:",4.793794
"msg=""Warm Start:",4.295734
"msg=""Warm Start:",4.237911
"msg=""Warm Start:",5.316612
"msg=""Warm Start:",4.895335
"msg=""Warm Start:",5.477791
"msg=""Warm Start:",5.770203
"msg=""Warm Start:",5.393761
"msg=""Warm Start:",6.556054
"msg=""Warm Start:",7.023058
"msg=""Warm Start:",7.298434
"msg=""Warm Start:",7.952474
"msg=""Warm Start:",8.501646
"msg=""Warm Start:",3.954855
"msg=""Warm Start:",9.313187
"msg=""Warm Start:",4.740266
"msg=""Warm Start:",4.312261
"msg=""Warm Start:",5.472669
"msg=""Warm Start:",6.400083
"msg=""Warm Start:",12.083253
"msg=""Warm Start:",12.028074
"msg=""Warm Start:",12.693857
